"","x"
"191",3.55334530856857
"192",2.44289878382435
"193",4.09374215569998
"194",3.65114078936252
"195",2.41083819031731
"196",3.12155160264638
"197",3.59840784127331
"198",3.32899657706908
"199",3.27961973382321
"200",4.58602044910522
"201",2.07843093756582
"202",2.78127870729689
"203",3.08704262347976
"204",4.09483513291353
"205",2.97566161907946
"206",2.67635293523405
"207",3.05864066503206
"208",3.87764148716255
"209",3.38544890444944
"210",4.05340130464971
"211",3.59572836236619
"212",3.13290266836754
"213",3.90293137181466
"214",3.1252317078444
"215",2.366842904295
"216",2.83805145776277
"217",2.84765280780287
"218",1.41451526457405
"219",3.77603260120769
"220",1.80943448176719
"221",3.86154967783055
"222",2.78284423668305
"223",4.17949707394945
"224",2.67415542894492
"225",3.27070427106539
"226",4.39881972892966
"227",3.84567518855393
"228",3.31634699238399
"229",4.05488090485063
"230",2.84368880264557
"231",4.42673372809783
"232",2.52905245354054
"233",3.15611378149229
"234",3.00876233717963
"235",2.65300387344697
"236",2.07821966016483
"237",4.35803175190574
"238",3.85246763532778
"239",3.80733458573713
"240",2.24308999215175
"241",1.38734999679469
"242",3.71224416858011
"243",2.86213603167911
"244",3.27382709107126
"245",3.32650125291298
"246",4.47360736818574
"247",4.2015885347957
"248",3.86419962144062
"249",3.10412388541682
"250",4.68603636714604
"251",3.99128160835539
"252",2.40726872790239
"253",2.95107088496481
"254",4.899487595539
"255",3.63240624830349
"256",2.88054185811867
"257",3.60024312733939
"258",2.27378749598935
"259",3.41145937484854
"260",5.16409923253377
"261",4.56389694996713
"262",4.52246900816097
"263",3.76271847445082
"264",3.25208096661773
"265",4.08478646295249
"266",3.94793244014628
"267",2.99551984397464
"268",2.19238482209436
"269",3.56150406922111
"270",3.76569606616794
"271",3.43427737413587
"272",3.28851807788471
"273",4.13150229346901
"274",3.34738646629653
"275",2.53854913394304
"276",4.32245994130127
"277",3.51859216261986
"278",3.56662404929348
"279",3.8468396972746
"280",3.67336985684414
"281",3.35308204092109
"282",2.76749219947512
"283",3.36117296464345
"284",3.67539590607969
"285",4.24041068908929
"286",2.50558334615672
"287",3.19414496257478
"288",3.68102514257346
"289",2.57348792194078
"290",4.38602097212942
"291",3.18109636875483
"292",4.29167603656526
"293",2.8732194782286
"294",3.31923595657499
"295",3.52214250285744
"296",2.37756849990133
"297",2.84505105934315
"298",3.92847419549953
"299",3.75430040298715
"300",0.852234314194697
"301",4.09379563580566
"302",2.26005704274281
"303",4.34756028642321
"304",3.16309585977171
"305",4.23403307659973
"306",4.92009120089717
"307",2.99387065673795
"308",4.3973588491658
"309",3.10764298514595
"310",3.59605471293092
"311",3.26157535884548
"312",2.13948135797972
"313",4.08464394463366
"314",4.94945291695086
"315",3.51350728266228
"316",4.28800699528578
"317",4.65078692714487
"318",3.68520587392844
"319",3.18370868303496
"320",2.32304882535405
"321",3.76345057008283
"322",3.35851521290111
"323",1.22694639078595
"324",4.16862171983137
"325",2.60572458882469
"326",3.20369425556055
"327",2.77923452082883
"328",4.01453049358725
"329",3.66070315007039
"330",3.92379881285441
"331",3.80188132332042
"332",3.55892272536301
"333",1.27783603004013
"334",2.41578177059304
"335",3.41828538628489
"336",1.55685918576001
"337",3.54675390602588
"338",2.59788530411322
"339",3.98307559358528
"340",4.02738667271128
"341",4.67356224752703
"342",3.37020553893347
"343",2.06665064047508
"344",3.3530080684505
"345",3.21865354835949
"346",2.36437769937871
"347",3.12265279245977
"348",3.31013617612996
"349",3.1216107604671
"350",2.08948717018031
"351",4.20608332258615
"352",4.91430754514124
"353",3.4218386005272
"354",3.26992660022627
"355",3.27532777865553
"356",3.30482435037147
"357",3.74189587807142
"358",4.09044529404291
"359",3.57186467224183
"360",4.22293428110816
"361",3.458090171892
"362",3.19211454371516
"363",3.18692348405767
"364",4.41463382500296
"365",3.06318398217853
"366",2.85459678455804
"367",3.57779561822374
"368",3.88723282800738
"369",3.18759244091828
"370",3.3426280708564
"371",3.22941254337092
"372",3.71648331329024
"373",3.08975915613509
"374",3.29431447169902
"375",4.06210968633742
"376",2.18463159160162
"377",3.38181059231709
"378",3.19714323903712
"379",2.9540599639393
"380",2.08499080009241
"381",3.48027246587068
"382",4.06150292905355
"383",2.95839338787644
"384",3.09381596315723
"385",4.70606284235269
"386",2.04960915995761
"387",2.6474107821912
"388",3.89087776889369
"389",2.56760415141394
"390",3.42430548375947
"391",2.19100870329832
"392",5.18685985177029
"393",3.98046029645039
"394",2.83250777015414
"395",4.86154748523481
"396",3.81927979205889
"397",4.05089248212548
"398",3.99706806483252
"399",4.36886114744251
"400",2.72548090432771
"401",3.38954143397211
"402",2.9755500111754
"403",4.11789303510461
"404",3.29182179353807
"405",3.46550381565695
"406",4.21042286537585
"407",3.39216104917202
"408",4.55612699044163
"409",1.99457596343749
"410",3.34997624952681
"411",4.99788029565438
"412",3.26224450374507
"413",3.10369247305603
"414",4.09172324508116
"415",3.74281115208643
"416",3.40578569785815
"417",3.48359696056101
"418",3.53886863567649
"419",2.67445241008185
"420",2.78902287997546
"421",2.76660572393122
"422",3.699662629883
"423",3.49073941052825
"424",4.64885689660925
"425",4.25416222671157
"426",4.30120411438271
"427",2.26099969934031
"428",4.08948906781799
"429",1.69574123747848
"430",4.27423712480479
"431",2.143590252115
"432",3.51115557636613
"433",3.21352268726139
"434",2.94126407452467
"435",4.57075708233655
"436",3.51903341112656
"437",3.03035980878823
"438",3.67957552997263
"439",2.76132535704253
"440",3.5137679023719
"441",3.61055234594361
"442",3.30866086900459
"443",3.27839334589981
"444",3.11728035979629
"445",3.92436116282841
"446",2.90609124750451
"447",3.38626585164166
"448",4.05450609936086
"449",3.59696684660289
"450",3.97006232707675
"451",2.82387904880256
"452",1.43885597476268
"453",3.23702876545071
"454",4.15708041639749
"455",3.87561462332556
"456",3.0818520882652
"457",3.41908589646326
"458",3.14912395703561
"459",2.02721416330726
"460",4.18810484747629
"461",2.82450204921903
"462",4.67851306762418
"463",2.96708918789732
"464",3.38833281706841
"465",3.60096388492199
"466",3.56698820292106
"467",2.24658443116626
"468",2.41526828269138
"469",3.53861374370196
"470",4.02502014171317
"471",3.50597604412406
"472",3.76225904808069
"473",3.69329947740869
"474",4.21228973838711
"475",3.6742342892214
"476",2.42759004460705
"477",4.54980075689262
"478",3.74622466449264
"479",3.50834927965679
"480",4.09997514924825
"481",4.5345670831496
"482",4.0954271952133
"483",3.31489549188272
"484",3.75933431648812
"485",3.87484131659584
"486",5.50528245008663
"487",3.40469651023436
"488",3.25685409192718
"489",2.57728147288851
"490",2.68107840149843
"491",4.64816434824503
"492",3.92218948662543
"493",3.37542224376338
"494",4.80145104829884
"495",4.33365136020242
"496",3.47763651750485
"497",5.17138366180414
"498",4.09654057816822
"499",4.49681778829077
"500",3.1822651627471
"501",4.03518883679141
"502",3.49367171056882
"503",1.84703317616634
"504",3.41525136341831
"505",2.89240660638478
"506",3.96432434217906
"507",2.19274725127249
"508",2.70652789895548
"509",3.72210586708248
"510",4.70643017842645
"511",1.80875781174412
"512",2.58248224536608
"513",3.59161688809224
"514",1.94746183203859
"515",2.87754211966576
"516",4.34289686828143
"517",1.81716824585323
"518",3.75477878172898
"519",4.66511395935126
"520",4.41474801884915
"521",2.54455916915193
"522",5.52569434463125
"523",2.99853653798015
"524",4.30635639703738
"525",4.03988393943644
"526",3.64219793393385
"527",4.57475085876321
"528",2.96312373500041
"529",4.5103560772185
"530",4.22663377169085
"531",3.12351306123939
"532",1.94765087261508
"533",3.76789442253485
"534",3.42363250190583
"535",4.34225446717346
"536",3.90257770135333
"537",2.71769036549858
"538",3.20794399755739
"539",4.33586263193391
"540",4.22213354871038
"541",3.16958179076683
"542",0.797326730433408
"543",2.55826807144646
"544",3.12133590953455
"545",3.86171909627641
"546",3.38965370104755
"547",4.24482479916299
"548",4.165650584326
"549",2.51114018888006
"550",4.03825066084871
"551",3.84724505780293
"552",3.52126809272064
"553",4.7964176893013
"554",2.94725119055443
"555",3.75647091472225
"556",2.09264860597571
"557",2.72901486392569
"558",3.4997354706878
"559",2.78036068250268
"560",3.2914854769873
"561",3.18320109890795
"562",3.51394680871453
"563",4.11651782664139
"564",2.851902233696
"565",4.04562402273302
"566",3.20375841905296
"567",2.47681296320066
"568",3.41289848388706
"569",3.82278069755394
"570",3.2859215312733
"571",3.41214901910487
"572",2.99698739120793
"573",2.80977436386525
"574",2.76298332663562
"575",2.83220380258732
"576",2.63887630392349
"577",2.39888577775379
"578",4.09711187917057
"579",2.41900957385616
"580",4.60918989987928
"581",3.09098904547188
"582",3.90066255747095
"583",4.22333065421492
"584",2.70157716554294
"585",4.09565339358906
"586",2.75654470300647
"587",4.5116496968422
"588",3.65404783720392
"589",4.45646345262045
"590",4.14694797367229
"591",4.31646123082894
"592",4.25276552237732
"593",3.52031958622285
"594",2.23300463952679
"595",3.77735677916472
"596",4.22264292008199
"597",5.24319901045732
"598",2.46663578407829
"599",4.33862253067716
"600",2.22796837884754
"601",3.6106762060272
"602",4.7517712538262
"603",3.08566003283018
"604",3.08033335918085
"605",2.70129861285957
"606",3.09232109278737
"607",2.51456010290346
"608",4.13782621483652
"609",3.06606502171026
"610",2.87862029991184
"611",3.97730528243144
"612",4.79911656808719
"613",3.31551348775004
"614",2.47683062060391
"615",3.148240607098
"616",2.37431326525333
"617",3.84371430178063
"618",4.25378242337273
"619",2.55970849425988
"620",3.1834393028686
"621",3.40182254417465
"622",3.89859428089407
"623",3.43103086356283
"624",3.60830840393524
"625",4.45847691183168
"626",4.96318065930638
"627",3.95157297047223
"628",3.34481358369437
"629",4.86913056816889
"630",3.82374220077742
"631",3.41981438475819
"632",3.12270458062524
"633",3.75390007044354
"634",3.68635934272251
"635",2.66463399595791
"636",3.39192884371634
"637",3.7441027476771
"638",2.80790067591053
"639",4.4254996324653
"640",1.67314143498153
"641",2.18065824993791
"642",3.53677591279625
"643",3.83868166841292
"644",3.06681816089665
"645",4.66304247026735
"646",4.57580406298387
"647",2.56711200161378
"648",4.31965422441682
"649",0.724921265855225
"650",3.89596453716747
"651",3.98494548479573
"652",2.91454178205465
"653",2.67569246591715
"654",3.08582694645866
"655",3.76017876967402
"656",3.69722523051133
"657",4.29906671233568
"658",2.36927813340469
"659",2.91367102660346
"660",2.51528664738491
"661",3.46949476758075
"662",3.73188458598868
"663",3.2628156840456
"664",3.65188783130136
"665",1.89504626055571
"666",3.8357911875903
"667",3.64267000154829
"668",2.86946362135948
"669",4.53379175947993
"670",2.41735377964384
"671",2.10576073930804
"672",3.84292455593323
"673",2.42158746341025
"674",3.95853138230759
"675",4.33245788212191
"676",4.88250276065907
"677",2.93835411581218
"678",5.0062832802007
"679",3.56580743381852
"680",3.49280494702373
"681",2.52853190859854
"682",5.28004923377327
"683",4.83895987034643
"684",4.06613025325938
"685",4.36157080077857
"686",2.64941031403204
"687",2.62715070046575
"688",4.11401994713078
"689",2.32407061042232
"690",4.27961889520507
"691",1.24730040815423
"692",3.72261232071283
"693",4.4207436040183
"694",4.23422193303351
"695",5.23003814002684
"696",2.58561771637053
"697",4.26367184709539
"698",3.16204053425779
"699",4.31456979008106
"700",3.69118271360637
"701",2.89598389551472
"702",2.30949077277137
"703",4.37296758698488
"704",4.78975518409705
"705",4.47953459721253
"706",3.32013995128615
"707",4.63583080144378
"708",4.32649914395738
"709",4.23521691881337
"710",2.91657774511706
"711",2.88487027236649
"712",2.51743286722255
"713",2.19671062058929
"714",2.04428715584254
"715",2.55800255902044
"716",4.18783094341345
"717",3.41860367566525
"718",3.2610091368392
"719",4.78305270729138
"720",2.56652859468985
"721",3.49456229916993
"722",2.34530070009348
"723",3.66755604634661
"724",2.89728636357799
"725",3.76414164480899
"726",2.77106425831839
"727",3.07386750355801
"728",3.51511681812247
"729",3.91864247491568
"730",2.54441805642062
"731",3.53293216331412
"732",2.30521408941475
"733",3.08471593267184
"734",2.79718557568608
"735",3.74140221294939
"736",2.70149465122309
"737",2.96262148313916
"738",4.70731644556583
"739",2.83767155062828
"740",4.77759453736217
"741",3.3707352336272
"742",3.05273747893895
"743",3.65597299231838
"744",2.09060231252918
"745",1.49648417834282
"746",3.46283811278382
"747",3.51756134633839
"748",2.79126054549267
"749",5.1835414903836
"750",2.08399141470609
"751",2.92652886910297
"752",2.08016338638072
"753",2.4794374666319
"754",2.11780551113513
"755",3.62894064393826
"756",4.57685599466669
"757",1.39310405045883
"758",4.05898825833434
"759",4.30142365395628
"760",4.03284326184858
"761",4.08901093310961
"762",3.85110741062409
"763",3.34094918977708
"764",2.73872490143357
"765",3.13805534755476
"766",3.6582141753467
"767",3.90830799075476
"768",2.89705341677021
"769",3.4846237849762
"770",3.45605989247266
"771",3.27087995101266
"772",2.7503452588956
"773",4.78323360875472
"774",3.55508018995302
"775",3.92656931044498
"776",3.08612961688286
"777",3.43322244489876
"778",3.00567834933006
"779",2.07251322352751
"780",2.75871322304061
"781",2.96240094959077
"782",3.83771042612433
"783",3.43297635409665
"784",3.65582398402133
"785",4.06986366491228
"786",2.50861453018987
"787",2.85259761506337
"788",4.8839847057124
"789",3.57745591669537
"790",3.80246654607604
"791",4.46876057148122
"792",3.51134428483711
"793",0.786739992444186
"794",2.93195950759094
"795",2.91995859189669
"796",3.83190443460894
"797",4.15657062544554
"798",3.2445550609934
"799",3.67626089890274
"800",4.94923284997197
"801",4.68155406020276
"802",3.08600407058693
"803",3.3514701825958
"804",2.87147069181474
"805",3.70584037468049
"806",2.34929065341944
"807",3.99035208040007
"808",3.04177319933499
"809",4.36505345057831
"810",2.85663665145724
"811",3.55542585853552
"812",3.82095619346557
"813",2.63878857357192
"814",3.82232821714248
"815",4.35058118061567
"816",3.55105160416197
"817",4.80191891530715
"818",2.40274087293249
"819",1.96311167712186
"820",1.26258311530201
"821",1.92542843911197
"822",1.58399661238887
"823",4.4400713593811
"824",3.27957500703998
"825",2.45565972918311
"826",4.40980209361559
"827",3.31866372699046
"828",2.45942648328931
"829",3.96222380110716
"830",2.10887000338144
"831",4.03238588918084
"832",4.38377654571056
"833",3.54170363232767
"834",3.66556240966414
"835",4.69902446107362
"836",4.03931660569622
"837",1.73595075466213
"838",3.00118348637075
"839",4.16867465424361
"840",3.58049017888492
"841",2.58563136350702
"842",3.09244368987765
"843",4.24287231650808
"844",4.94886260010353
"845",2.54117149946188
"846",5.18684436135175
"847",3.38255040292714
"848",3.80824452659305
"849",3.90110139213779
"850",3.54085773418063
"851",2.1907070514149
"852",4.73187479365938
"853",3.09882197528549
"854",2.86812386657724
"855",3.48390161363539
"856",3.66499402421722
"857",2.81857319955291
"858",4.49377917644394
"859",3.1813927962438
"860",4.77509595827067
"861",4.14004210305442
"862",5.37662553783391
"863",2.62496946366623
"864",4.36831952801677
"865",5.17077622541713
"866",3.79379926885269
"867",4.67927564625874
"868",4.27826777995974
"869",1.43237545494168
"870",2.91596082109703
"871",1.62488580720808
"872",4.24211570802638
"873",3.9595486093183
"874",1.97094744255205
"875",0.906255494255308
"876",5.07677041725164
"877",3.777919540308
"878",3.07098189058418
"879",1.87624214390499
"880",3.93620517993968
"881",3.81527773873177
"882",4.35325617822281
"883",2.77757178169702
"884",3.32709593599946
"885",5.05210734971333
"886",2.5339345680077
"887",2.44655976656988
"888",3.3459151390075
"889",2.64005225292326
"890",1.94241742889263
"891",3.77706961714425
"892",2.4281570636151
"893",2.69580624956787
"894",3.04971052740444
"895",2.06219575388393
"896",4.0149838856761
"897",3.86781147494829
"898",3.22097636198117
"899",2.84543541274105
"900",3.53683787820214
"901",3.66439651947121
"902",2.88081521126011
"903",2.808163245666
"904",1.74433232938482
"905",2.96814506088821
"906",3.91409565473185
"907",3.40680402550754
"908",2.59484710952344
"909",2.5166770102759
"910",1.89764595353525
"911",4.05277950496597
"912",3.09483906200624
"913",2.45536737289416
"914",3.52141036208971
"915",3.14566702590557
"916",4.16993866436456
"917",2.61106454064368
"918",3.05206732650982
"919",4.1038937615327
"920",3.74789497372611
"921",3.85633661861354
"922",4.06202089108757
"923",2.82125585779139
"924",2.26708748641413
"925",3.63209503727737
"926",5.17461111472264
"927",3.069146027011
"928",3.84284389768639
"929",3.22673335969925
"930",3.99137171622882
"931",3.68748047420809
"932",3.1526914364848
"933",2.95835208168445
"934",3.80627926221867
"935",2.65072479881
"936",3.74839229307428
"937",2.69222453324145
"938",2.27569147082229
"939",4.81227513106883
"940",3.46257726522634
"941",4.24457162954133
"942",3.04127164278798
"943",4.63206161885084
"944",3.77826822856124
"945",4.13095744469119
"946",2.95456641713833
"947",4.13708412448586
"948",2.49440028573084
"949",3.35590728295593
"950",3.61442690315995
"951",3.46634132565959
"952",2.87151227148956
"953",2.37026880833408
"954",2.4033257000943
"955",3.25155184040249
"956",3.83713415989858
"957",3.58435766825386
"958",2.86991153008933
"959",2.64045616518989
"960",2.26595318640119
"961",3.07450931224697
"962",3.12237312813932
"963",3.78532313988437
"964",2.84685160554076
"965",4.17120004415049
"966",2.3596352207417
"967",3.82490638301728
"968",2.78237565926892
"969",3.78973546836407
"970",3.62533058074624
"971",4.5475036244516
"972",2.77845104803417
"973",3.43963115800713
"974",3.47142896247253
"975",2.78633451535966
"976",3.85101334766042
"977",3.64845866135787
"978",1.8891255837851
"979",1.25860806028056
"980",3.92749504033696
"981",1.75577318349792
"982",0.959031090719934
"983",3.77488564068083
"984",2.23677797915368
"985",3.46159844972562
"986",4.08338728005255
"987",3.4561307070236
"988",4.11244313208318
"989",3.15683481309877
"990",4.75372530718207
"991",4.83047027762175
"992",4.3955070144418
"993",3.24528067024007
"994",3.92471978347849
"995",1.32777256663585
"996",5.04310964469494
"997",4.08197753566644
"998",3.73006250111998
"999",4.48602591263346
"1000",4.55540265467745
"1001",3.72491005339785
"1002",3.90957488241369
"1003",4.59612988673611
"1004",2.62582489521854
"1005",3.23758455514133
"1006",3.11207497511512
"1007",3.34838078540031
"1008",2.40868501388238
"1009",3.48698113871713
"1010",3.73694691595974
"1011",4.47054280704223
"1012",3.59052426580162
"1013",2.21187056079134
"1014",3.73365907614689
"1015",2.06250613240881
"1016",2.73944861132071
"1017",3.08966925666399
"1018",4.1058685429233
"1019",2.28031970541089
"1020",2.56292078600323
"1021",3.5584366957434
"1022",3.39469971701961
"1023",3.96376672673628
"1024",4.51538781436851
"1025",4.37550045893812
"1026",3.23668256527941
"1027",2.44616620929546
"1028",2.20218455985676
"1029",4.75739947661303
"1030",3.07713452516538
"1031",5.13241079249886
"1032",3.49691026114868
"1033",3.08767343165879
"1034",4.52802103134662
"1035",1.83179579398999
"1036",3.7017970103689
"1037",3.33516001770645
"1038",3.26542941820824
"1039",3.37317698908192
"1040",2.76604710832423
"1041",2.23773648840739
"1042",2.89281654330421
"1043",2.41655362116619
"1044",3.41677168672972
"1045",4.39516086465648
"1046",3.26542940078178
"1047",2.82825568152645
"1048",2.55280873801588
"1049",3.23271210217723
"1050",3.89320011984458
"1051",4.06516240616102
"1052",3.46026815957035
"1053",2.52139480516627
"1054",4.02816323766269
"1055",4.72945254741195
"1056",3.17497439790749
"1057",3.12195831910925
"1058",3.0991182388917
"1059",1.4768659900077
"1060",3.69028209575622
"1061",1.67820288123882
"1062",3.90367295792837
"1063",3.23040003487466
"1064",4.29867544096515
"1065",4.60037091427744
"1066",3.62119682182277
"1067",1.51029724738692
"1068",3.4746656298359
"1069",3.72072513730113
"1070",4.51341578242155
"1071",2.49275665182327
"1072",4.08739823997611
"1073",2.43272858778462
"1074",3.24601653129629
"1075",3.33266551202193
"1076",4.19486588873344
"1077",3.75976143758457
"1078",4.08926031023012
"1079",4.08228200733728
"1080",3.16911342168688
"1081",3.69685343266424
"1082",3.77835501043666
"1083",4.79541376381046
"1084",4.41196388707777
"1085",4.09050692477446
"1086",3.37725950525638
"1087",3.41419672638619
"1088",4.65192564893699
"1089",4.49853451137536
"1090",2.46480108521189
"1091",2.62574356817906
"1092",3.9959764531918
"1093",2.31113242104262
"1094",4.29580816693053
"1095",3.86625218616486
"1096",3.11414705210898
"1097",3.81426895983535
"1098",3.64117326893993
"1099",3.17929781109496
"1100",2.91898813285438
"1101",3.36493580361233
"1102",2.96914623417149
"1103",1.96618624548558
"1104",5.38944878449194
"1105",3.52499350095266
"1106",3.57549634381616
"1107",3.86155451672405
"1108",4.02643427990801
"1109",2.5195693576856
"1110",3.89615536624619
"1111",4.03336950248516
"1112",2.73849833905361
"1113",3.35090813394076
"1114",2.53980595634304
"1115",4.22005800182963
"1116",2.95418691018703
"1117",3.56277913779149
"1118",2.87520412520765
"1119",3.74922815010876
"1120",2.98584697919457
"1121",2.93947339463104
"1122",3.55938993887578
"1123",3.41384974766416
"1124",2.98348712522079
"1125",2.85307692634905
"1126",4.91114074288349
"1127",2.42670169982887
"1128",3.67399734758024
"1129",4.04123310086655
"1130",2.40075100283345
"1131",4.27075534727521
"1132",4.19157932883199
"1133",4.18702250227956
"1134",4.49322140047685
"1135",3.3214881739889
"1136",2.41521049263728
"1137",2.36475762334242
"1138",2.39662483140299
"1139",2.86767539726701
"1140",3.49623770511434
"1141",4.01983158906337
"1142",5.0363128389915
"1143",3.09171360426985
"1144",4.10954183495765
"1145",4.95356428395267
"1146",2.95830809610681
"1147",3.41162273108825
"1148",3.26683040225882
"1149",1.36669594953415
"1150",4.14939768632534
"1151",4.03499903423771
"1152",3.44398192733695
"1153",3.90918407178531
"1154",2.63373633941521
"1155",3.2770139398414
"1156",2.66345458739446
"1157",4.02418863296144
"1158",3.56814969729587
"1159",2.24008274579083
"1160",2.65996294253024
"1161",3.78038252024022
"1162",2.26236026409335
"1163",4.13259760242363
"1164",3.69435849019083
"1165",3.06611236385472
"1166",2.91582168456003
"1167",3.75392232469516
"1168",4.063433702545
"1169",3.79943603271484
"1170",4.6483569258597
"1171",3.62956464981799
"1172",2.48467453915638
"1173",4.17183082101605
"1174",2.47664660231988
"1175",2.90890235153138
"1176",4.36047445605154
"1177",2.14294596301318
"1178",1.7333985405847
"1179",3.70516172472269
"1180",1.54276660210461
"1181",3.35173375988329
"1182",2.35127676104546
"1183",3.24039050394221
"1184",4.71744635566772
"1185",4.01608173285679
"1186",2.88402579843187
"1187",4.59893711254423
"1188",2.88126593471411
"1189",2.91473464589574
"1190",4.01494337033562
"1191",4.12712466230062
"1192",2.6888706960455
"1193",3.80612013706617
"1194",2.97589362989602
"1195",3.9165310227493
"1196",3.52451970619425
"1197",2.14064731541787
"1198",4.09763389767755
"1199",2.13963900551593
"1200",3.69418738223292
"1201",3.54033544893325
"1202",3.34958860771521
"1203",2.45378503450848
"1204",4.21652667641509
"1205",3.26538150061302
"1206",3.54064865724775
"1207",3.8332156289141
"1208",2.96373272539939
"1209",4.17352701139386
"1210",2.95408148704864
"1211",3.10365979091478
"1212",4.20159639317715
"1213",3.96015103541478
"1214",3.43583940990051
"1215",3.57705569001568
"1216",2.00241775278499
"1217",3.30916232622768
"1218",3.52758618225053
"1219",4.23553409353426
"1220",3.68069210558827
"1221",5.25488981094091
"1222",2.13608831807773
"1223",2.22813681553013
"1224",4.08549949093417
"1225",3.95292013811476
"1226",2.14728004765655
"1227",3.89446992428963
"1228",3.52504277896957
"1229",3.17621420909459
"1230",2.55642386358779
"1231",3.96903563891927
"1232",3.30188716742866
"1233",4.25497977772195
"1234",3.85267361361638
"1235",4.1150298059531
"1236",4.53760740854714
"1237",2.39270412757573
"1238",3.62793317402692
"1239",4.11594997850244
"1240",3.99129739332902
"1241",2.85054161320341
"1242",4.43634875521347
"1243",3.85404797123872
"1244",3.86452032800251
"1245",3.65189614761204
"1246",5.43473020594456
"1247",3.61884074241119
"1248",4.87114790634512
"1249",2.80547739321448
"1250",3.45771435761665
